Address,Detail_URL,ID,Monthly Rent,Move In Date,Move Out Date,Lease Term,Short Lease Term,Sublease Permitted,Security Deposit,Property Owner,Property Type,"Location
                                            Sector",Level,City,Bedrooms,Bathrooms,Max Occupancy,Wheel Chair Access,Basement,Laundry,Parking,Number of Parking Spaces,Off-street Parking,Off-street Monthly,Off-street Yearly,On-street Parking,On-street Permit Required,Garage Parking,Garage Monthly,Garage Yearly,Furnished,Fireplace,Air Conditioning,Dishwasher,Stove,Refrigerator,Security System,Backyard,Deck Or Porch,Other Amenities,Pet Deposit,Additional Pet Rent,Additional Dog Rent,Additional Cat Rent,Pets Allowed,Dogs Allowed,Cats Allowed,Pet Deposit Refundable,Water Included,Electric Included,Gas Included,Name,Phone
1694 North High Street Unit E,https://offcampus.osu.edu/search-housing.aspx?property=13680&pricefrom=0&sort=1&alllandlords=0,00003570,"$2,160.00",8/20/2026,8/05/2027,12 Months,No,Yes,$2160,Buckeye Real Estate,Apartment,University District: Southeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,No,Yes,Recently remodeled with ceiling fans!,$250,$0,$0,$0,Yes,Yes,Yes,No,Yes,No,No,,
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21680&pricefrom=0&sort=1&alllandlords=0,000054B0,"$2,190.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Apartment,University District: Central,Below Ground,"Columbus, OH",3,"1 full, 0 half",5,No,No,Laundry facilities in the building,Yes,3,Yes,n/a,$250,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"ALL UTILITIES INCLUDED with Rent Amount

For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=threebed#75-east-14th",$0,$0,$0,$0,No,No,No,No,Yes,Yes,Yes,Alek Kanellopoulos,614-546-9760
"PO Box 12788Columbus, OH 43212",https://offcampus.osu.edu/search-housing.aspx?property=21817&pricefrom=0&sort=1&alllandlords=0,00005539,"$2,195.00",02-20-2026,01-31-2027,12 mo,Yes,Yes,$99.00,Peak Property Group,Duplex/Town House,Outside University District: Victorian Village,Above Ground,"Columbus, OH",3,"1 full, 0 half",4,No,Yes,Laundry Hookup,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,Chelsie Flores,614-360-2020
61 McMillen Avenue,https://offcampus.osu.edu/search-housing.aspx?property=17615&pricefrom=0&sort=1&alllandlords=0,000044CF,"$2,195.00",08/01/2026,07/01/2027,12 months,No,Yes,$2195,Peak Property Group,House,University District: Southwest,Above Ground,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,WEBSITE: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
22 Chittenden Avenue,https://offcampus.osu.edu/search-housing.aspx?property=15375&pricefrom=0&sort=1&alllandlords=0,00003C0F,"$2,195.00",8/13/2026,07/01/2027,12 months,No,Yes,$2195,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",3,"1 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,0,Yes,$95.00,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"TO SCHEDULE A SHOWING: 614-360-2020 or peakpropertygroup.com
Close-by parking available for an additional charge!",$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
16 Chittenden Avenue  (Sublet),https://offcampus.osu.edu/search-housing.aspx?property=14593&pricefrom=0&sort=1&alllandlords=0&sublet=true,00003901,"$2,090.00",7/22/2026,7/21/2026,12 months,No,Yes,$2195,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",3,"1 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
2045 Waldeck Avenue Unit 2045,https://offcampus.osu.edu/search-housing.aspx?property=6889&pricefrom=0&sort=1&alllandlords=0,00001AE9,"$2,196.00",08-19-2026,07-31-2027,12 months,No,No,$2196,Hometeam,Duplex/Town House,University District: Northeast,Ground Level,"Columbus, OH",3,"1 full, 0 half",3,No,Yes,Laundry facilities in the unit,Yes,1,Yes,$Ask us about our pricing,n/a,Yes,Yes,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
109 McMillen Avenue,https://offcampus.osu.edu/search-housing.aspx?property=7497&pricefrom=0&sort=1&alllandlords=0,00001D49,"$2,199.00",08-19-2026,07-31-2027,12 month,No,No,$2199,Hometeam,House,University District: Southwest,Ground Level,"Columbus, OH",3,"1 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"2490 N High StApt-100Columbus, OH 43202",https://offcampus.osu.edu/search-housing.aspx?property=22023&pricefrom=0&sort=1&alllandlords=0,00005607,"$2,200.00",02-11-2026,07-31-2026,6 months,Yes,Yes,$2200,Verge Developments LLC,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"2 full, 0 half",5,Yes,No,Laundry facilities in the unit,Yes,1,Yes,$100,n/a,Yes,,No,n/a,n/a,Yes,No,Central A/C,Yes,Yes,Yes,Yes,No,Yes,"a brand new, modern, luxury 2b2b furnished unit (sleep up to 5 people with sofa bed converted), and only 10 minutes walking distance to the OSU campus. Please see the following amenities: 1) 2 queen beds with Casper Select 12"" Memory Foam Mattress; 2), 65 Smart TV, high speed internet access + high definition tv channels; 3), all utilities included, trash Shute and 1 covered parking space; 4), All-Clad copper core cookware set, utensils, Knife set, silverware and 16-Piece Bone China Dinnerware; 5), Keurig K-Cafe Serve Coffee Latte & Cappuccino Maker; 6), Stainless Steel Applications; 7), Roof top; 8), Elevator; 9), private balcony; 10), short term lease available;",$0,$40,$40,$30,Yes,Yes,Yes,Yes,No,No,No,Vic Chen,614-843-7333
95 Chittenden Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=15404&pricefrom=0&sort=1&alllandlords=0,00003C2C,"$2,200.00",08-19-2026,07-31-2027,12 months,No,No,$2200,Hometeam,Duplex/Town House,University District: Southeast,Ground Level,"Columbus, OH",4,"2 full, 0 half",4,No,Yes,Laundry facilities in the unit,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
50 Euclid Avenue Unit 50,https://offcampus.osu.edu/search-housing.aspx?property=12572&pricefrom=0&sort=1&alllandlords=0,0000311C,"$2,200.00",08-19-2026,07-31-2027,12 months,No,No,$2200,Hometeam,Half Double,University District: Southeast,Above Ground,"Columbus, OH",4,"1 full, 1 half",4,No,Yes,Laundry Hookup,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1516 Summit Street Unit 1516,https://offcampus.osu.edu/search-housing.aspx?property=20973&pricefrom=0&sort=1&alllandlords=0,000051ED,"$2,200.00",08-19-2026,07-31-2027,12 months,No,No,$2200,Hometeam,Duplex/Town House,University District: Southeast,Ground Level,"Columbus, OH",5,"3 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,0,No,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Window A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
52 Euclid Avenue Unit 52,https://offcampus.osu.edu/search-housing.aspx?property=12574&pricefrom=0&sort=1&alllandlords=0,0000311E,"$2,200.00",08-19-2026,07-31-2027,12 months,No,No,$2200,Hometeam,Half Double,University District: Southeast,Above Ground,"Columbus, OH",5,"1 full, 1 half",5,No,Yes,Laundry Hookup,Yes,0,Yes,$Ask us about our pricing,n/a,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
65 East Norwich Road,https://offcampus.osu.edu/search-housing.aspx?property=14995&pricefrom=0&sort=1&alllandlords=0,00003A93,"$2,200.00",August 23 2021,July 30 2022,"August 23, 2021- July 30, 2022",No,Yes,$2200,"Locations, Ltd",House,University District: Southeast,Ground Level,"Columbus, OH",4,"1 full, 1 half",4,No,Yes,Laundry Hookup,Yes,3,Yes,n/a,$380,Yes,No,No,n/a,n/a,No,No,None,No,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21792&pricefrom=0&sort=1&alllandlords=0&sublet=true,00005520,"$2,205.00",8/15/2026,7/25/2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Apartment,University District: Central,Above Ground,"Columbus, OH",3,"1 full, 0 half",5,No,No,Laundry facilities in the building,Yes,3,Yes,n/a,$250,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=threebed#75-east-14th",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
2233 Neil  Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=20883&pricefrom=0&sort=1&alllandlords=0,00005193,"$2,250.00",08-16-2026,08-09-2027,"August 16, 2026 - August 9, 2027",No,No,$one month's rent,"OSU Apartments & Rentals, Inc.",House,University District: Northwest,Above Ground,"Columbus, OH",5,"1 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,"This is a beautiful house, one block from OSU's north campus.  Nearby amenities include a park, tennis courts, and shopping.  The house also boasts two fireplaces, bay windows, and sun room.  Flooring includes:  wooden floors in the kitchen, marble floors in the bathroom, and carpeting throughout the bedrooms.   

Washer / dryer and dishwasher included. Local area network, satellite dish, high speed internet access, and security system are also available/pre-wired but not included in rent. 

This house also includes a large fenced-in backyard with picnic table.  

Permit parking area; on-street parking available.   Please call to reserve your viewing time today!",$0,$0,$0,$0,No,No,No,No,No,No,No,,
2233 Neil  Avenue,https://offcampus.osu.edu/search-housing.aspx?property=17304&pricefrom=0&sort=1&alllandlords=0,00004398,"$2,250.00","August 16, 2026","August 9, 2027",August 2026 - August 2027,No,Yes,$one month's rent,"OSU Apartments & Rentals, Inc.",House,University District: Northwest,Above Ground,"Columbus, OH",5,"1 full, 0 half",5,No,No,Laundry facilities in the building,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,Yes,Window A/C,Yes,Yes,Yes,Yes,Yes,Yes,"This is a beautiful house, one block from OSU's north campus.  Nearby amenities include a park, tennis courts, and shopping.  The house also boasts two fireplaces, bay windows, and sun room.  Flooring includes:  wooden floors in the kitchen, marble floors in the bathroom, and carpeting throughout the bedrooms.   

Washer / dryer and dishwasher included. Local area network, satellite dish, high speed internet access, and security system are also available/pre-wired but not included in rent. 

This house also includes a large fenced-in backyard with picnic table.  

Permit parking area; on-street parking available.",$$0,$0,$0,$0,No,No,No,No,No,No,No,,
86 West Northwood Avenue,https://offcampus.osu.edu/search-housing.aspx?property=20339&pricefrom=0&sort=1&alllandlords=0,00004F73,"$2,280.00",08-15-2026,07-31-2027,350 Days,No,No,$1500,84 W Northwood LLC,Duplex/Town House,University District: Northwest,Above Ground,"Columbus, OH",3,"1 full, 0 half",3,No,No,Laundry facilities in the building,Yes,3,Yes,$included,$included,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,This apartment is in a two-unit building two blocks north of campus on a quiet street.  The unit is the upper level and has character including decorative fireplaces in two of the bedrooms.  This has been under the same ownership and management for over 40 years.  Get the attention and care you deserve.,$0,$0,$0,$0,No,No,No,No,Yes,No,Yes,,
"PO Box 12788Columbus, OH 43212",https://offcampus.osu.edu/search-housing.aspx?property=21994&pricefrom=0&sort=1&alllandlords=0,000055EA,"$2,300.00",08-04-2026,07-12-2027,12 months,No,Yes,$2300,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,0,Yes,$95.00,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"TO SCHEDULE A SHOWING: 614-360-2020 peakpropertygroup.com 

Close-by parking available for an additional charge!",$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,Chelsie Flores,614-360-2020
196 West 8th Avenue,https://offcampus.osu.edu/search-housing.aspx?property=12301&pricefrom=0&sort=1&alllandlords=0,0000300D,"$2,300.00",08/20/2026,07/29/2027,12 months,No,Yes,$2300,Peak Property Group,House,University District: Southwest,Above Ground,"Columbus, OH",5,"3 full, 0 half",6,No,Yes,Laundry facilities in the unit,Yes,5,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
2193  Summit Street,https://offcampus.osu.edu/search-housing.aspx?property=17382&pricefrom=0&sort=1&alllandlords=0,000043E6,"$2,300.00",12/1/2025,7/20/2026,1 year,Yes,Yes,$2300,DPG Properties,Duplex/Town House,University District: Northeast,Above Ground,"Columbus, OH",4,"1 full, 0 half",5,No,Yes,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,"AVAILABLE FOR IMMEDIATE MOVE IN & FALL OF 2026! 

Rent $2,100 for 3 tenants.

Short term lease through July 20, 2026 or stay through July 20, 2027.

4 Bedroom and 1 full Bathroom on 2nd floor. Bonus rooms on 3rd floor, beautifully finished. Granite kitchen counter tops w/ stainless steel appliances, new windows and doors, insulated walls, new drywall, bathroom with tile floors and surround w/ granite vanity, high efficiency furnace and central air, new duct work, all new electric wiring, new plumbing lines. Washer/Dryer included. Two off-street parking spots in the rear are free.  Private poured concrete patio. Front porch too! You won't be disappointed!!

If this home isn't perfect we have plenty of well maintained homes with 1-6 Bedrooms.  Text 614-360-8400 to schedule a showing! www.dgpproperties.net",$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
80 East Euclid Avenue Unit 80,https://offcampus.osu.edu/search-housing.aspx?property=12946&pricefrom=0&sort=1&alllandlords=0,00003292,"$2,300.00",08-19-2026,07-31-2027,12 months,No,No,$2300,Hometeam,Half Double,University District: Southeast,Ground Level,"Columbus, OH",5,"3 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
57 McMillen Avenue,https://offcampus.osu.edu/search-housing.aspx?property=15924&pricefrom=0&sort=1&alllandlords=0,00003E34,"$2,335.00",8/13/2026,7/26/2027,12 months,No,Yes,$2335,Peak Property Group,House,University District: Southwest,Ground Level,"Columbus, OH",3,"1 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
139 West Norwich Avenue,https://offcampus.osu.edu/search-housing.aspx?property=7740&pricefrom=0&sort=1&alllandlords=0,00001E3C,"$2,340.00",8/17/2026,7/31/2027,11.5 Month Lease,No,Yes,$2340,"Kohr Royer Griffith, Inc.",House,University District: Northwest,Ground Level,"Columbus, OH",3,"1 full, 0 half",3,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
136 East Norwich Road,https://offcampus.osu.edu/search-housing.aspx?property=14996&pricefrom=0&sort=1&alllandlords=0,00003A94,"$2,340.00",August 23 2021,July 30 2022,"August 23, 2021- July 30, 2022",No,Yes,$2340.00,"Locations, Ltd",House,University District: Southeast,Ground Level,"Columbus, OH",4,"1 full, 1 half",4,No,Yes,Laundry Hookup,Yes,1,Yes,n/a,$380,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
404 King Avenue,https://offcampus.osu.edu/search-housing.aspx?property=12178&pricefrom=0&sort=1&alllandlords=0,00002F92,"$2,360.00",08-14-2026,07-30-2027,350 Days,No,Yes,$2360,G.A.S. PROPERTIES,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",4,"2 full, 0 half",5,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,$350,Yes,No,No,n/a,n/a,No,Yes,Central A/C,No,Yes,Yes,No,Yes,No,"-Off street parking
-Security Lighting
-Smoke detectors
-Fire extinguisher
-Garbage Disposal",$250,$35,$35,$25,Yes,Yes,Yes,No,No,No,No,,
250 Chittenden Avenue Unit 4 F,https://offcampus.osu.edu/search-housing.aspx?property=20483&pricefrom=0&sort=1&alllandlords=0,00005003,"$2,375.00",08-13-2026,07/26/2027,12 months,No,Yes,$99,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,4,Yes,$$95/spot; $150/stall,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING: 614-360-2020/peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
1643 North Pearl  Street,https://offcampus.osu.edu/search-housing.aspx?property=14596&pricefrom=0&sort=1&alllandlords=0,00003904,"$2,395.00",8/20/2026,7/29/2027,12 months,No,Yes,$2395,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,0,Yes,$95.00,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"TO SCHEDULE A SHOWING: www.peakpropertygroup.com

Close-by parking available for an additional charge!",$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
315 East 17th  Avenue,https://offcampus.osu.edu/search-housing.aspx?property=14472&pricefrom=0&sort=1&alllandlords=0,00003888,"$2,395.00",8/20/2026,7/29/2027,12 months,No,Yes,$2395,Peak Property Group,Half Double,University District: Central,Above Ground,"Columbus, OH",5,"2 full, 0 half",6,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
2280 Indianola Avenue,https://offcampus.osu.edu/search-housing.aspx?property=12870&pricefrom=0&sort=1&alllandlords=0,00003246,"$2,400.00",02/15/2026,7/15/2027,12 months,Yes,No,$2400,DPG Properties,House,University District: Northeast,Above Ground,"Columbus, OH",4,"1 full, 0 half",4,No,Yes,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
1712 Summit Street Unit A,https://offcampus.osu.edu/search-housing.aspx?property=8997&pricefrom=0&sort=1&alllandlords=0,00002325,"$2,400.00",08-19-2026,07-31-2027,12 months,No,No,$2400,Hometeam,Apartment,University District: Central,Ground Level,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,2,Yes,$Ask us about our pricing,n/a,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22022&pricefrom=0&sort=1&alllandlords=0,00005606,"$2,400.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Duplex/Town House,University District: Northwest,Ground Level,"Columbus, OH",4,"1 full, 1 half",6,No,Yes,Laundry facilities in the unit,Yes,4,Yes,n/a,$250,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=fourbed#44-46-west-maynard",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=17924&pricefrom=0&sort=1&alllandlords=0,00004604,"$2,400.00",08/1/2026,7/15/2027,1 Year,No,Yes,$2400,DPG Properties,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",4,"1 full, 1 half",5,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=19489&pricefrom=0&sort=1&alllandlords=0,00004C21,"$2,400.00",08-01-2026,07/15/2027,1 year,Yes,Yes,$2400,DPG Properties,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",4,"1 full, 1 half",5,No,Yes,Laundry facilities in the unit,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
78 West 10th Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=11154&pricefrom=0&sort=1&alllandlords=0,00002B92,"$2,400.00",8/9/2026,7/31/2027,356 Days,No,Yes,$2400,Pella Company,Apartment,University District: Southwest,Ground Level,"Columbus, OH",3,"1 full, 0 half",4,No,No,None,Yes,2,Yes,n/a,$100,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
"2490 N High StApt-100Columbus, OH 43202",https://offcampus.osu.edu/search-housing.aspx?property=22033&pricefrom=0&sort=1&alllandlords=0,00005611,"$2,450.00",07-01-2026,07-31-2027,12 months,Yes,Yes,$2450,Verge Developments LLC,Duplex/Town House,University District: Northeast,Above Ground,"Columbus, OH",2,"3 full, 0 half",5,Yes,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,Yes,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"Key Amenities:
Multiple full bathrooms (one for each bedroom plus an additional guest bath).
Open-concept living spaces with contemporary design elements.
Proximity to University District retail, dining, and nightlife. 
2 cars garage",$0,$30,$40,$30,Yes,Yes,Yes,Yes,No,No,No,Vic Chen,614-843-7333
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=12667&pricefrom=0&sort=1&alllandlords=0,0000317B,"$2,450.00",1/1/2026,7/15/2027,1 year,No,Yes,$2450,DPG Properties,House,University District: Northeast,Above Ground,"Columbus, OH",4,"1 full, 0 half",6,No,Yes,Laundry facilities in the unit,No,0,No,n/a,n/a,No,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$500,$50,$50,$50,No,No,No,No,No,No,No,David Galbreath,614-360-8400
250 Chittenden Avenue Unit-4 TH,https://offcampus.osu.edu/search-housing.aspx?property=20562&pricefrom=0&sort=1&alllandlords=0,00005052,"$2,475.00",08/01/2026,07/01/2027,12 months,No,Yes,$99,Peak Property Group,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 1 half",5,No,No,Laundry facilities in the unit,Yes,3,Yes,$$95/spot; $150/stall,n/a,Yes,,Yes,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING: 614-360-2020/leasing@peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
"1206 N. 4th StreetColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22048&pricefrom=0&sort=1&alllandlords=0,00005620,"$2,476.00 - $30,000.00",06-07-2026,Any,6-18 Months,No,No,$$99 or Full Month Rent,Grant Commons Apartments,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",4,"3 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$300,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Irelynn Coy,380-800-6934
"1299 Neil AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21052&pricefrom=0&sort=1&alllandlords=0,0000523C,"$2,480.00",07-10-2026,08-10-2027,12 months+,No,No,$One month rent,BRE LLC,House,University District: Central,Above Ground,"Columbus, OH",5,"1 full, 1 half",6,No,Yes,Laundry facilities in the building,Yes,5,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,Susan Zhang,614-285-8088
"1546 Neil AveColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=9407&pricefrom=0&sort=1&alllandlords=0,000024BF,"$2,495.00",08/10/2026,07/31/2027,12 months,No,No,$$2495,Apollo's Rentals,Duplex/Town House,University District: Northeast,Ground Level,"Columbus, OH",5,"2 full, 0 half",5,No,Yes,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,Yes,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,No,"Huge house! New hardwood floors, new windows, new carpet, washer and dryer, dishwasher, central air, and off street parking. 2 bathrooms.",$0,$0,$0,$0,No,No,No,No,No,No,No,Ilias Makkas,614-339-9259
190 West 9th  Avenue A-D,https://offcampus.osu.edu/search-housing.aspx?property=20321&pricefrom=0&sort=1&alllandlords=0,00004F61,"$2,495.00",08-17-2026,08-03-2027,12 Months,No,Yes,$2000,"CBus Best Rentals, Jennifer McLaughlin",Apartment,University District: Southwest,Above Ground,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$185,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,No,No,No,No,Yes,No,No,,
